authors,cited by
"Dine, G.","Wangmo, Y."
"Eser, E.","Wangmo, Y."
"Cihan, U. A.","Wangmo, Y."
"Ay, S.","Wangmo, Y."
"Pala, T.","Wangmo, Y."
"Ergor, G.","Wangmo, Y."
"Ozcan, C. ","Wangmo, Y."
"Dixon-Mueller, R.","Wangmo, Y."
"Germain, A. ","Wangmo, Y."
Druk Travel Service.,"Wangmo, Y."
"Fischbein, M.","Wangmo, Y."
"Ajzen, I.","Wangmo, Y."
Gross National Happiness Commision,"Wangmo, Y."
Gross National Happiness Commision,"Wangmo, Y."
"Hailemariam, A.","Wangmo, Y."
"Haddis, F. ","Wangmo, Y."
"Igwegbe, A. O.","Wangmo, Y."
"Ugboaja, J. O.,","Wangmo, Y."
"Monago, E.","Wangmo, Y."
"Ikamari, L. D.","Wangmo, Y."
"Lwanga, C. K. ","Wangmo, Y."
"Kamal, S. M. M. ","Wangmo, Y."
"Korra, A.","Wangmo, Y."
Ministry of Health,"Wangmo, Y."
Ministry of Health and Education,"Wangmo, Y."
Ministry of Health and Education,"Wangmo, Y."
Ministry of Works and Human Settlement,"Wangmo, Y."
National Statistical Bureau,"Wangmo, Y."
National Statistical Bureau,"Wangmo, Y."
National Statistical Bureau,"Wangmo, Y."
National Statistics and Evaluation Office,"Wangmo, Y."
ORC Macro,"Wangmo, Y."
Office of Census Commission,"Wangmo, Y."
"Omwango, M. O.","Wangmo, Y."
"Khasakhala, A. A.","Wangmo, Y."
"Pelzom, K.","Wangmo, Y."
"Phuong, N. N. ","Wangmo, Y."
"Riyami, A. A., Afifi, M.","Wangmo, Y."
"Mabry, R. M.","Wangmo, Y."
"Robey, B., Ross, J.","Wangmo, Y."
"Bhushan, I. ","Wangmo, Y."
Royal Government of Bhutan,"Wangmo, Y."
Royal Government of Bhutan,"Wangmo, Y."
UNFPA,"Wangmo, Y."
USAID,"Wangmo, Y."
"Westoff, C. F.","Wangmo, Y."
"Westoff, C. F.","Wangmo, Y."
"Westoff, C. F.","Wangmo, Y."
"Westoff, C. F.","Wangmo, Y."
"Westoff, C. F.","Wangmo, Y."
"Westoff, C. F.","Wangmo, Y."
"Westoff, C. F.","Wangmo, Y."
World Health Organization,"Wangmo, Y."
World Health Organization,"Wangmo, Y."
"Agarwal, T.","Yubia, M."
"Agresti, A.","Yubia, M."
"Finlay, B.","Yubia, M."
Asian Development Bank,"Yubia, M."
"Babalola, S.","Yubia, M."
"Fatusi, A.","Yubia, M."
"Chakraborty, N.","Yubia, M."
"Demographic Research and Development Foundation, Inc.","Yubia, M."
Department of Health,"Yubia, M."
"Dilip, T. R.","Yubia, M."
"Mishra, U. S.","Yubia, M."
"Falkingham, J.","Yubia, M."
"Gage, A.","Yubia, M."
"Calixte, M.","Yubia, M."
"Graczyk, K.","Yubia, M."
"Habibov, N.","Yubia, M."
"Fon, L.","Yubia, M."
"Hazarika, I.","Yubia, M."
"Hoque, M. N.","Yubia, M."
"Jayaraman, A.","Yubia, M."
"Kinzie, B.","Yubia, M."
"Gomez, P.","Yubia, M."
"Koenig, M.","Yubia, M."
"Magadi, M.","Yubia, M."
"Matsumura, M. ","Yubia, M."
"Gubhaju, B.","Yubia, M."
"Mekonnen, Y.","Yubia, M."
"Mekonnen, A.","Yubia, M."
National Statistical Coordination Board,"Yubia, M."
National Statistics Office,"Yubia, M."
ICE Macro,"Yubia, M."
National Statistics Office,"Yubia, M."
National Statistics Office,"Yubia, M."
ORC Macro,"Yubia, M."
National Statistics Office,"Yubia, M."
Department of Health,"Yubia, M."
Macro International Inc.,"Yubia, M."
National Statistics Office,"Yubia, M."
Macro International Inc. ,"Yubia, M."
"Nisar, N.","Yubia, M."
"White, F.","Yubia, M."
"Ochako, R.","Yubia, M."
"Olvena, V.","Yubia, M."
"Rogan, S.","Yubia, M."
"Philippine Legislators' Committee on Population and Development Foundation, Inc.","Yubia, M."
"Philippine Legislators' Committee on Population and Development Foundation, Inc.","Yubia, M."
Philippines Midterm Progress Report on the Millennium Development Goals,"Yubia, M."
Philippine NGO Council for Population Health and Welfare Inc.,"Yubia, M."
"Rahman, M.","Yubia, M."
"Raj, P.","Yubia, M."
"Rajasekhar, K.","Yubia, M."
"Reynolds, H. ","Yubia, M."
Save the Children,"Yubia, M."
"Sanyukta, M. ","Yubia, M."
"Shaikh, B. ","Yubia, M."
"Hatcher, J. ","Yubia, M."
"Sines, U.","Yubia, M."
"Short, S.","Yubia, M."
"Zhang, F.","Yubia, M."
"Stephenson, R. ","Yubia, M."
"Tonn, C.","Yubia, M."
United Nations Children's Fund,"Yubia, M."
United Nations Children's Fund,"Yubia, M."
United Nations Children's Fund,"Yubia, M."
United Nations Development Programme,"Yubia, M."
United Nations Population Fund,"Yubia, M."
United States Agency for International Development,"Yubia, M."
World Health Organization,"Yubia, M."
World Health Organization,"Yubia, M."
World Health Organization,"Yubia, M."
World Health Organization,"Yubia, M."
United Nations Children's Fund,"Yubia, M."
United Nations Population Fund,"Yubia, M."
The World Bank,"Yubia, M."
World Health Organization,"Yubia, M."
World Health Organization ,"Yubia, M."
World Health Organization,"Yubia, M."
World Health Organization ,"Yubia, M."
World Health Organization ,"Yubia, M."
YouthNet ,"Yubia, M."
